,ID,Name,Position,Overall,Potential,BS,IR,PAC,SHO,PAS,DRI,DEF,PHY,Value,Wage,TotalStats
7382,193860, T. Schick,RM RB LM,69,69,401,1 ★,72,65,66,68,64,66,€1.3M,€14K,1894
7383,234054, C. Cáceda,GK,71,71,375,1 ★,69,69,65,72,29,71,€1.3M,€500,1024
7384,212807, K. Manneh,RW LW,67,69,375,1 ★,91,63,60,68,34,59,€1.3M,€3K,1741
7385,239431, I. Maela,LB CB,69,69,349,1 ★,69,39,46,66,70,59,€1.3M,€500,1618
7386,224584, Jairo,LM,68,68,356,1 ★,88,62,61,73,27,45,€1.3M,€5K,1646
7387,190793, H. Vučkić,ST CAM,68,68,408,1 ★,66,70,65,67,61,79,€1.3M,€5K,1920
7388,229194, A. Georgen,RB,64,75,357,1 ★,71,49,55,66,61,55,€1.3M,€1K,1649
7389,198731, E. Rashani,LW RW,68,68,381,1 ★,83,61,61,70,39,67,€1.3M,€3K,1752
7390,219979, Janio Bikel,CDM CM,67,71,377,1 ★,75,44,56,69,64,69,€1.3M,€3K,1740
7391,238923, R. Scheu,RM CM ST,67,70,387,1 ★,78,55,59,65,55,75,€1.3M,€3K,1759
7392,202060, E. Bergström,CB,68,70,337,1 ★,61,35,45,52,68,76,€1.3M,€6K,1543
7393,233804, T. Bakinson,CM CDM,64,74,374,1 ★,65,51,59,64,65,70,€1.3M,€7K,1719
7394,243532, E. Tallig,CAM CM RM,64,75,342,1 ★,72,56,60,68,36,50,€1.3M,€550,1581
7395,242253, M. Toye,ST,64,75,339,1 ★,70,64,42,64,29,70,€1.3M,€2K,1532
7396,208462, R. Pröpper,CB,68,70,349,1 ★,44,52,59,52,68,74,€1.3M,€3K,1679
7397,241743, U. Segura,RM LM CM,68,68,382,1 ★,65,64,66,68,55,64,€1.3M,€4K,1838
7398,233040, J. Augustinsson,LB CB,66,72,383,1 ★,78,49,62,63,59,72,€1.3M,€2K,1747
7399,254032, J. Carrasco,CB,65,72,344,1 ★,67,36,47,57,64,73,€1.3M,€500,1553
7400,229713, J. Bizama,RB CB,68,69,382,1 ★,77,45,59,62,65,74,€1.3M,€3K,1702
7401,242004, Jeon Se Jin,LW ST,64,72,328,1 ★,78,56,54,67,20,53,€1.3M,€1K,1510
7402,202069, J. Fernández,LM LB,70,70,389,1 ★,74,68,66,72,50,59,€1.3M,€7K,1878
7403,200278, S. García,CB LB,71,71,390,2 ★,67,52,63,63,71,74,€1.3M,€3K,1837
7404,251479, M. De Cuyper,LB,64,78,381,1 ★,71,62,65,65,57,61,€1.3M,€3K,1762
7405,241240, T. Itō,LM RM,66,71,321,1 ★,79,49,57,79,22,35,€1.3M,€4K,1561
7406,256856, Fali Candé,LB LWB,64,73,358,1 ★,71,50,55,60,59,63,€1.3M,€2K,1661
7407,225625, K. Vincent-Young,RB LB,66,72,393,1 ★,87,55,56,65,61,69,€1.3M,€3K,1764
7408,245849, M. Ross,CB,64,77,326,1 ★,63,26,48,54,64,71,€1.3M,€2K,1455
7409,239706, D. Erdoğan,CM,66,71,378,1 ★,64,54,65,66,60,69,€1.3M,€4K,1789
7410,184154, N. De Pauw,RM CAM CF,69,69,385,1 ★,71,65,67,69,41,72,€1.3M,€10K,1815
7411,256090, J. Rivas,ST RW,66,71,333,1 ★,63,65,50,60,30,65,€1.3M,€500,1565
7412,198235, J. Taylor,RM LM,68,68,367,1 ★,88,62,60,69,26,62,€1.3M,€5K,1707
7413,221531, M. Maroši,GK,68,72,378,1 ★,69,64,68,70,41,66,€1.3M,€12K,1178
7414,233051, L. Bolton,RB RM,64,78,375,1 ★,80,50,59,65,59,62,€1.3M,€1K,1701
7415,204380, J. Brinkies,GK,68,72,391,1 ★,67,64,65,74,52,69,€1.3M,€950,1180
7416,229212, B. Smeets,CM CAM,68,68,400,1 ★,65,62,70,65,58,80,€1.3M,€5K,1857
7417,233564, A. Schetino,CDM CM CB,67,72,343,1 ★,39,49,57,63,60,75,€1.3M,€500,1623
7418,239964, E. Shomurodov,ST LW RW,66,71,372,1 ★,80,65,61,65,36,65,€1.3M,€5K,1705
7419,183644, A. Grünwald,CM CAM CDM,70,70,401,1 ★,58,69,71,69,56,78,€1.3M,€11K,1915
7420,211037, De La Hoz,CDM CM CB,69,70,377,1 ★,56,57,59,65,66,74,€1.3M,€5K,1732
7421,242525, C. Sickinger,CB CDM,65,72,363,1 ★,66,47,59,57,64,70,€1.3M,€1K,1673
7422,251229, K. Yeboah,ST,64,75,357,1 ★,89,62,55,67,23,61,€1.3M,€2K,1613
7423,239454, B. Figueroa,LM,64,74,331,1 ★,64,59,60,65,26,57,€1.3M,€2K,1510
7424,252254, L. Lukacevic,LB LWB,64,72,343,1 ★,69,37,53,61,60,63,€1.3M,€2K,1553
7425,233568, Lee Sang Heon,CAM ST,64,72,361,1 ★,72,60,57,67,45,60,€1.3M,€2K,1675
7426,240992, N. Estévez,CM RM CDM,66,71,396,1 ★,69,64,67,67,63,66,€1.3M,€10K,1892
7427,229473, Costinha,CM CAM RW,68,68,409,1 ★,82,67,67,76,61,56,€1.3M,€3K,1941
7428,235873, B. Cabezas,LM RM,66,71,375,1 ★,85,61,60,65,39,65,€1.3M,€500,1654
7429,184417, Sergio Tejera,CDM CM,70,70,418,1 ★,69,69,69,70,66,75,€1.3M,€6K,1991
7430,215650, L. Bijker,LB,68,69,366,1 ★,72,35,58,63,66,72,€1.3M,€6K,1683
7431,223332, M. Sprocati,LW RW,68,68,342,1 ★,70,65,63,71,22,51,€1.3M,€13K,1577
7432,205669, Luís Martins,LB,69,69,390,1 ★,71,61,68,67,62,61,€1.3M,€4K,1874
7433,169317, T. Elyounoussi,ST CAM CM,70,70,396,1 ★,77,69,66,74,47,63,€1.3M,€3K,1905
7434,209510, A. Corryn,LB CDM,68,69,356,1 ★,66,33,61,65,67,64,€1.3M,€5K,1636
7435,177766, G. Bong,LB LWB,71,71,375,1 ★,61,41,68,68,71,66,€1.3M,€27K,1761
7436,253286, M. Zunino,RM,69,69,373,1 ★,79,66,61,71,48,48,€1.3M,€500,1689
7437,218471, Kim Min Woo,LM CAM LB,69,69,403,1 ★,78,63,65,70,57,70,€1.3M,€3K,1897
7438,203624, O. Vranješ,CB RB,70,70,369,1 ★,67,47,53,56,70,76,€1.3M,€11K,1785
7439,172904, L. Tomlin,CAM,70,70,361,1 ★,51,71,69,73,37,60,€1.3M,€16K,1779
7440,254056, F. Kidd,LB,66,72,357,1 ★,74,42,59,58,59,65,€1.3M,€500,1660
7441,239210, F. Eboa Eboa,CB,67,71,345,1 ★,53,44,53,54,66,75,€1.3M,€3K,1635
7442,214379, A. Rodríguez,ST,70,70,365,1 ★,72,66,52,67,32,76,€1.3M,€2K,1636
7443,233835, P. Szysz,RM ST LM,64,75,356,1 ★,78,59,54,66,33,66,€1.3M,€2K,1638
7444,197996, E. Larsson,RB,69,69,392,1 ★,65,54,66,65,63,79,€1.3M,€4K,1879
7445,242284, M. Dauda,ST CF,64,73,350,1 ★,83,64,53,68,23,59,€1.3M,€5K,1653
7446,210029, J. Rafferty,RB LB,68,69,365,1 ★,76,34,59,62,64,70,€1.3M,€11K,1700
7447,223085, L. Berry,CAM CM,68,68,392,1 ★,68,63,66,68,59,68,€1.3M,€6K,1873
7448,231022, C. Dell'Orco,CB LB,68,70,367,1 ★,60,47,59,67,70,64,€1.3M,€14K,1733
7449,235887, G. Tormin,RM ST LM,64,72,353,1 ★,80,59,59,67,31,57,€1.3M,€1K,1661
7450,251503, Mateus Pasinato,GK,71,71,373,1 ★,71,72,71,67,21,71,€1.3M,€7K,970
7451,198000, J. Morrow,LB LWB LM,71,71,401,1 ★,67,62,65,66,68,73,€1.3M,€5K,1893
7452,243312, Pablo Martínez,CM CAM LM,64,74,360,1 ★,65,52,64,61,58,60,€1.3M,€5K,1690
7453,178033, G. Obertan,RM LM,70,70,381,1 ★,82,61,63,73,36,66,€1.3M,€9K,1729
7454,253809, E. Gularte,CB,65,72,296,1 ★,52,29,34,44,64,73,€1.3M,€2K,1404
7455,237683, N. Holland,LW LM,64,75,331,1 ★,82,55,56,67,26,45,€1.3M,€8K,1516
7456,200820, J. Obita,LB LWB LM,68,69,399,1 ★,66,63,67,68,67,68,€1.3M,€5K,1924
7457,244852, Kim Jung Min,CAM CM,64,75,366,1 ★,67,57,64,65,53,60,€1.3M,€2K,1725
7458,252277, Park Dae Won,RB,64,75,359,1 ★,71,46,57,61,60,64,€1.3M,€1K,1698
7459,252789, R. Neshcheret,GK,64,80,341,1 ★,65,60,62,66,25,63,€1.3M,€500,912
7460,253813, A. Contreras,CAM CM,64,73,363,1 ★,59,59,62,64,53,66,€1.3M,€500,1706
7461,213878, Welinton Júnior,ST LW RW,68,68,352,1 ★,77,70,61,73,22,49,€1.3M,€4K,1730
7462,234614, L. Lumeka,LW RW,64,75,332,1 ★,77,60,56,65,25,49,€1.3M,€2K,1533
7463,235383, R. Piscitelli,GK,68,72,375,1 ★,68,69,60,70,42,66,€1.3M,€4K,1053
7464,255351, R. Villagra,CDM,64,79,362,1 ★,66,47,61,63,60,65,€1.3M,€2K,1701
7465,193143, Roderick Miranda,CB,69,70,334,1 ★,41,44,52,51,69,77,€1.3M,€30K,1568
7466,253304, R. Fernández,CM CDM,64,74,381,1 ★,65,58,59,66,58,75,€1.3M,€500,1726
7467,254840, S. Pavlović,CB,64,79,316,1 ★,59,33,44,44,64,72,€1.3M,€5K,1425
7468,244089, T. Hara,ST RM,64,72,335,1 ★,68,61,47,58,25,76,€1.3M,€2K,1477
7469,223354, B. Vătăjelu,LB LW,68,69,406,1 ★,79,62,66,71,62,66,€1.3M,€5K,1935
7470,225146, S. D'Almeida,CM,66,71,406,1 ★,77,55,59,66,66,83,€1.3M,€2K,1851
7471,224891, Rafael Ramos,RB,67,71,379,1 ★,71,49,59,68,64,68,€1.3M,€2K,1723
7472,244603, B. Omeragic,CB RB,63,83,338,1 ★,71,35,52,53,62,65,€1.3M,€850,1586
7473,194171, K. Musona,CAM ST LW,69,69,377,1 ★,75,70,64,72,31,65,€1.3M,€11K,1812
7474,232573, K. Matsubara,RB CB,68,69,380,1 ★,71,49,60,65,63,72,€1.3M,€5K,1716
7475,256125, Leandro Silva,LW RW,64,74,331,1 ★,72,61,60,69,25,44,€1.3M,€2K,1573
7476,199550, B. Martins Indi,CB,69,70,353,2 ★,53,42,57,57,68,76,€1.3M,€13K,1619
7477,230526, Kaio Figueiras,LB LM,69,69,382,1 ★,69,51,65,67,64,66,€1.3M,€7K,1832
7478,246910, A. Obando,LM,63,79,333,1 ★,71,59,57,66,31,49,€1.3M,€3K,1537
7479,255102, Edi Semedo,RW LW ST,64,74,323,1 ★,86,50,54,68,24,41,€1.3M,€2K,1462
7480,206207, W. Zahibo,CDM CM,68,69,370,1 ★,55,48,57,60,67,83,€1.3M,€3K,1726
7481,216191, Dankler,CB,69,70,346,1 ★,61,40,49,49,68,79,€1.3M,€5K,1551
7482,235647, H. Sarpei,CDM,66,72,357,1 ★,66,38,57,63,66,67,€1.3M,€2K,1636
7483,240511, I. Boonen,CAM RW ST,64,72,348,1 ★,66,65,61,68,31,57,€1.3M,€2K,1661
7484,209281, Y. Al Shehri,RM LM CAM,69,69,360,1 ★,66,64,70,73,34,53,€1.3M,€17K,1730
7485,216449, Tomás Podstawski,CDM,67,71,372,1 ★,58,53,59,64,65,73,€1.3M,€3K,1765
7486,240513, E. Hamilton,CM CDM,64,73,383,1 ★,62,63,64,64,57,73,€1.3M,€2K,1777
7487,226434, R. García,CB CDM,71,71,338,1 ★,53,35,50,53,71,76,€1.3M,€800,1547
7488,233602, G. Hirst,ST,64,74,319,1 ★,64,63,41,57,30,64,€1.3M,€13K,1482
7489,254594, J. Rodríguez,LB LM,64,73,345,1 ★,86,46,54,52,56,51,€1.3M,€2K,1590
7490,257411, S. Benchama,CM CDM,64,75,381,1 ★,73,57,66,69,54,62,€1.3M,€5K,1756
7491,246404, J. Cifuente,ST,68,68,333,1 ★,73,72,43,73,23,49,€1.3M,€500,1560
7492,254340, J. Borja,CAM LM,67,70,366,1 ★,74,64,64,71,35,58,€1.3M,€18K,1725
7493,251781, R. Opruț,LB,64,73,331,1 ★,72,25,51,55,60,68,€1.3M,€2K,1503
7494,246406, X. Arreaga,CB,67,71,294,1 ★,52,24,45,33,69,71,€1.3M,€3K,1399
7495,248710, Paulino,RM CAM,64,73,332,1 ★,68,55,63,67,32,47,€1.3M,€2K,1604
7496,219527, C. Mafla,LB CB,68,69,350,1 ★,64,35,51,63,67,70,€1.3M,€2K,1635
7497,245383, T. Mavrommatis,CB LB,65,72,318,1 ★,59,35,46,43,67,68,€1.3M,€500,1467
7498,239496, Y. Fekir,LW RW CAM,64,73,345,1 ★,73,56,60,70,30,56,€1.3M,€5K,1622
7499,252040, Madi,CF ST,64,75,343,1 ★,81,62,52,70,28,50,€1.3M,€2K,1526
7500,254344, M. Pardo,CAM ST RW,66,71,345,1 ★,79,58,63,70,24,51,€1.3M,€500,1606
7501,258953, I. Niskanen,RM,64,73,351,1 ★,68,63,61,65,31,63,€1.3M,€2K,1662
7502,205194, Ewerton,CB,71,71,327,2 ★,32,37,58,58,72,70,€1.3M,€11K,1613
7503,239498, B. Henning,CM,67,70,393,1 ★,71,55,59,70,64,74,€1.3M,€5K,1796
7504,234123, Felipe Araruna,RB CDM,67,70,353,1 ★,73,32,61,64,61,62,€1.3M,€4K,1626
7505,234635, N. Jambor,CM CDM,66,71,381,1 ★,65,52,65,67,63,69,€1.3M,€3K,1745
7506,251531, D. Kerkez,CB,67,71,302,1 ★,54,27,41,42,69,69,€1.3M,€3K,1385
7507,237452, S. Yajima,CM CDM,67,69,376,1 ★,68,59,65,67,53,64,€1.3M,€5K,1772
7508,238989, R. Rep,CAM CM ST,69,69,399,1 ★,72,69,69,68,60,61,€1.3M,€5K,1870
7509,239501, J. Tartarotti,CM CAM LM,64,73,377,1 ★,65,57,64,67,60,64,€1.3M,€2K,1783
7510,252045, F. Konaté,RB,64,77,345,1 ★,74,43,48,61,60,59,€1.3M,€1K,1612
7511,237198, A. Leautey,LW RW,66,71,351,1 ★,90,51,63,68,31,48,€1.3M,€3K,1629
7512,251022, C. Costin,RB RW RM,64,73,359,1 ★,79,43,59,61,57,60,€1.3M,€2K,1626
7513,238479, Renê Santos,CB CDM,69,70,353,1 ★,55,43,51,58,68,78,€1.3M,€5K,1645
7514,213136, S. Willems,CB LB,70,70,373,1 ★,70,44,58,58,72,71,€1.3M,€8K,1770
7515,208790, Z. Bakkali,LW RW,67,69,342,1 ★,68,66,62,74,19,53,€1.3M,€7K,1651
7516,212374, Jefferson,CM CDM RB,67,70,389,1 ★,71,56,65,69,59,69,€1.3M,€5K,1784
7517,237718, S. Ambri,LM ST LWB,64,73,347,1 ★,84,61,53,68,25,56,€1.3M,€1K,1586
7518,258710, N. Holm,ST,64,75,336,1 ★,68,66,46,60,25,71,€1.3M,€2K,1539
7519,244375, O. Andrievskyi,CDM CM,67,72,351,1 ★,66,51,61,50,64,59,€1.3M,€500,1665
7520,239768, A. Czerwiński,RB RM,68,69,381,1 ★,79,43,62,65,62,70,€1.3M,€4K,1724
7521,242840, A. Šušnjar,CB,65,72,364,1 ★,65,44,57,55,62,81,€1.3M,€750,1653
7522,224665, K. Wojtkowski,CAM LM,64,72,365,1 ★,78,59,63,68,38,59,€1.3M,€2K,1707
7523,230809, C. Johnson,RB,66,72,370,1 ★,71,46,59,63,60,71,€1.3M,€3K,1694
7524,193945, N. Uysal,CB CDM,69,70,389,1 ★,68,56,59,65,67,74,€1.3M,€25K,1806
7525,232090, G. Aburjania,CM CDM,67,70,381,1 ★,56,60,68,67,63,67,€1.3M,€4K,1801
7526,240026, A. Fontana,CAM,64,72,364,1 ★,71,60,61,67,46,59,€1.3M,€2K,1730
7527,188058, A. Kravets,ST CAM,70,70,359,1 ★,60,70,57,62,40,70,€1.3M,€11K,1675
7528,257179, Gonçalo Inácio,CB,64,77,315,1 ★,62,30,47,43,65,68,€1.3M,€800,1450
7529,243612, D. Sanderson,RB CB,64,78,349,1 ★,73,40,50,58,62,66,€1.3M,€10K,1568
7530,186524, F. Đorđević,ST,70,70,371,2 ★,57,71,58,66,46,73,€1.3M,€3K,1788
7531,214685, P. Rubio,ST LW,70,70,372,1 ★,74,70,60,69,26,73,€1.3M,€850,1771
7532,232861, K. Mizunuma,RM,69,69,368,1 ★,65,62,69,69,39,64,€1.3M,€7K,1734
7533,246685, L. Davis,LB CB,64,77,334,1 ★,78,31,50,59,59,57,€1.3M,€12K,1520
7534,183453, P. Oniangué,CDM CM CB,71,71,411,2 ★,61,68,64,66,69,83,€1.3M,€6K,1942
7535,252317, D. Nemeth,CB,64,76,312,1 ★,65,29,40,39,63,76,€1.3M,€3K,1419
7536,194717, R. Grange,RM CM,70,70,379,1 ★,72,69,69,69,37,63,€1.3M,€4K,1821
7537,223134, Z. Yavru,RB CDM,69,69,390,1 ★,79,52,57,66,66,70,€1.3M,€7K,1810
7538,241566, N. Gallardo,LB LWB,64,72,364,1 ★,69,41,58,68,58,70,€1.3M,€3K,1667
7539,193182, W. Foderingham,GK,71,71,393,1 ★,71,69,68,72,43,70,€1.3M,€17K,1228
7540,203423, L. Thomas,GK,70,71,377,1 ★,71,67,62,73,38,66,€1.3M,€7K,1170
7541,230559, M. Shved,RM ST,66,71,348,1 ★,73,67,60,70,36,42,€1.3M,€12K,1652
7542,230815, O. Kakay,RB RWB,64,72,324,1 ★,73,26,43,63,62,57,€1.3M,€2K,1450
7543,186783, A. Adomah,RM LM RW,70,70,396,1 ★,76,67,66,70,53,64,€1.3M,€7K,1831
7544,232608, H. Abe,CAM LM CF,69,69,364,1 ★,78,63,64,70,34,55,€1.3M,€4K,1626
7545,246688, S. Abdulhamid,RB,64,76,350,1 ★,77,39,51,62,58,63,€1.3M,€6K,1600
7546,184480, H. Robson-Kanu,ST RW,70,70,383,1 ★,69,71,63,70,35,75,€1.3M,€42K,1773
7547,158625, Dante,CB,76,76,366,3 ★,33,51,67,62,78,75,€1.3M,€21K,1786
7548,232609, G. Notsuda,CF CM LM,67,69,392,1 ★,73,62,66,69,53,69,€1.3M,€5K,1798
7549,252578, A. Šabanadžović,CM CDM,64,73,365,1 ★,66,53,61,66,57,62,€1.3M,€500,1733
7550,256674, J. Justvan,CAM RM ST,64,72,344,1 ★,74,50,66,67,38,49,€1.3M,€4K,1617
7551,223139, A. Zedadka,RB,67,71,380,1 ★,83,53,54,69,60,61,€1.3M,€2K,1717
7552,243363, E. Herrera,LB RB,64,75,363,1 ★,78,48,55,63,58,61,€1.3M,€2K,1660
7553,246947, P. Akouokou,CM CDM,64,72,372,1 ★,65,56,62,64,63,62,€1.3M,€5K,1729
7554,251812, B. Kemper,LB,64,73,346,1 ★,68,36,49,62,63,68,€1.3M,€2K,1584
7555,257188, Erik,LB LM,64,79,382,1 ★,85,50,60,71,58,58,€1.3M,€500,1737
7556,220837, D. Machado,LB LM,68,69,394,1 ★,82,54,60,69,62,67,€1.3M,€3K,1791
7557,228774, V. Marchetti,CM CDM LB,64,72,378,1 ★,65,58,65,67,60,63,€1.3M,€1K,1804
7558,232870, N. Ueda,CB,67,71,309,1 ★,53,30,45,44,69,68,€1.3M,€4K,1433
7559,228007, Lee Yeong Jae,CM LM,67,70,375,1 ★,75,59,64,67,55,55,€1.3M,€3K,1782
7560,239271, G. Anestis,GK,70,72,366,1 ★,70,64,68,70,23,71,€1.3M,€2K,1012
7561,256167, M. Cañete,ST,64,72,342,1 ★,71,65,56,69,21,60,€1.3M,€3K,1586
7562,215208, E. Isnaldo,LM,68,68,362,1 ★,73,65,63,69,31,61,€1.3M,€7K,1668
7563,242090, O. Solbakken,LW RW,64,73,355,1 ★,77,57,58,66,32,65,€1.3M,€1K,1583
7564,223147, J. Biada,CAM ST,68,68,373,1 ★,71,73,61,68,35,65,€1.3M,€4K,1770
7565,235949, Strefezza,RM LM,64,72,326,1 ★,82,46,57,70,26,45,€1.3M,€1K,1522
7566,216750, P. Carlgren,GK,70,71,374,1 ★,70,66,66,68,35,69,€1.3M,€7K,1179
7567,237742, K. Fukai,CM,67,70,387,1 ★,66,53,65,67,61,75,€1.3M,€2K,1753
7568,183982, N. Roux,ST,70,70,372,2 ★,66,70,63,71,37,65,€1.3M,€14K,1776
7569,244655, G. Whyte,RM,66,71,339,1 ★,78,57,58,68,35,43,€1.3M,€7K,1556
7570,176048, K. Kamara,ST,73,73,390,1 ★,73,72,61,71,35,78,€1.3M,€6K,1835
7571,256688, C. Puertas,CM CDM,64,72,390,1 ★,73,58,64,67,59,69,€1.3M,€3K,1776
7572,222129, A. Koselev,GK,69,71,361,1 ★,68,66,58,71,29,69,€1.3M,€5K,959
7573,225458, B. Saavedra,LB,64,73,345,1 ★,74,35,51,62,61,62,€1.3M,€750,1526
7574,235442, S. Ngezana,CB RB,65,72,307,1 ★,70,25,34,42,68,68,€1.3M,€500,1418
7575,241586, Iñigo Muñoz,RM LM LB,64,72,350,1 ★,87,56,57,71,38,41,€1.3M,€2K,1641
7576,199347, T. Beermann,CB,70,70,317,1 ★,46,38,46,43,72,72,€1.3M,€8K,1511
7577,216755, Abner,LB,66,72,371,1 ★,77,48,54,69,60,63,€1.3M,€2K,1705
7578,243123, Y. Sugita,RW LW,68,68,354,1 ★,83,61,61,71,30,48,€1.3M,€2K,1654
7579,224436, S. Väisänen,CB,68,70,337,1 ★,53,39,53,57,69,66,€1.3M,€2K,1585
7580,233140, R. Harakawa,CM LM,68,68,410,1 ★,80,64,68,71,60,67,€1.3M,€2K,1904
7581,234164, Fábio China,LWB,69,69,359,1 ★,70,39,57,64,67,62,€1.3M,€5K,1701
7582,251572, C. Boli,LM LWB RM,64,75,337,1 ★,65,54,61,68,45,44,€1.3M,€6K,1594
7583,214965, C. Riaño,ST,70,70,362,1 ★,73,69,62,69,23,66,€1.3M,€8K,1702
7584,233397, A. Diawusie,RM LM,64,73,356,1 ★,90,58,50,67,27,64,€1.3M,€2K,1576
7585,193461, Fredy,CAM CM LM,69,69,371,1 ★,87,63,65,72,28,56,€1.3M,€9K,1772
7586,241590, P. Pfeiffer,CB LB,64,79,312,1 ★,59,32,41,49,64,67,€1.3M,€3K,1390
7587,236471, M. Kaasa,CM RW,64,72,369,1 ★,69,55,62,69,56,58,€1.3M,€1K,1734
7588,244919, Martín,CB CDM,64,78,289,1 ★,59,25,40,41,66,58,€1.3M,€1K,1360
7589,195256, A. Turan,LB,69,69,397,1 ★,72,58,67,67,64,69,€1.3M,€12K,1889
7590,201401, Campabadal,RB,68,69,376,1 ★,71,51,56,66,65,67,€1.3M,€4K,1726
7591,213433, F. Tobio,CB,70,70,332,1 ★,58,30,53,43,69,79,€1.3M,€9K,1538
7592,232377, T. Sekine,LM RM,67,69,352,1 ★,77,59,62,68,31,55,€1.3M,€5K,1629
7593,246457, C. Ngonge,RW LW ST,64,74,350,1 ★,78,62,49,71,31,59,€1.3M,€2K,1588
7594,233146, S. Kurumaya,LB,69,69,397,1 ★,77,57,64,64,64,71,€1.3M,€6K,1827
7595,235194, G. Vrioni,ST,64,72,324,1 ★,66,64,50,65,24,55,€1.3M,€12K,1509
7596,244154, S. Mailat,LW RW,64,72,343,1 ★,82,64,56,66,28,47,€1.3M,€4K,1611
7597,214459, C. Valenzuela,CAM,68,68,328,1 ★,69,57,71,72,23,36,€1.3M,€4K,1572
7598,215995, E. Méndez,CDM,71,71,384,1 ★,57,50,61,62,72,82,€1.3M,€7K,1753
7599,217532, M. El-Munir,LB LM,69,69,367,1 ★,84,29,57,67,64,66,€1.3M,€4K,1635
7600,219836, Rubén Yáñez,GK,68,72,374,1 ★,67,66,62,70,43,66,€1.3M,€8K,1124
7601,254908, Y. Takazawa,ST CF,66,71,335,1 ★,70,66,52,59,23,65,€1.3M,€2K,1580
7602,237757, Y. Tatsuta,CB RB,65,72,358,1 ★,60,36,57,65,62,78,€1.3M,€1K,1597
7603,230334, Jessé Ferdeira,LB,69,69,375,1 ★,65,53,64,56,68,69,€1.3M,€10K,1766
7604,239806, A. Khammas,LB,64,73,349,1 ★,77,33,60,70,56,53,€1.3M,€2K,1629
7605,244158, A. Elogo,LM CAM,67,70,371,1 ★,85,61,59,71,32,63,€1.3M,€2K,1694
7606,237247, Paulo Vinícius,CB,70,70,328,1 ★,63,32,40,52,71,70,€1.3M,€700,1480
7607,223424, I. Depe,RM LM CAM,68,68,346,1 ★,79,46,66,72,26,57,€1.3M,€6K,1649
7608,158144, Salva Sevilla,CM CDM,74,74,372,2 ★,43,70,80,71,48,60,€1.3M,€7K,1837
7609,259265, M. Batna,RM,69,69,379,1 ★,74,67,68,70,31,69,€1.3M,€14K,1803
7610,194753, L. Marrone,CB CDM,70,70,395,1 ★,53,59,71,71,70,71,€1.3M,€7K,1914
7611,251330, V. Müller,GK,65,76,362,1 ★,67,64,64,70,31,66,€1.3M,€1K,921
7612,251842, M. Ștefănescu,LW,64,73,356,1 ★,78,61,57,65,37,58,€1.3M,€2K,1657
7613,257218, F. Contreras,CM,64,74,354,1 ★,65,49,65,66,55,54,€1.3M,€2K,1687
7614,211907, J. Gondorf,CM CDM,70,70,398,2 ★,52,63,70,70,66,77,€1.3M,€8K,1960
7615,235971, Pablo Larrea,CDM CM,67,71,378,1 ★,61,62,64,67,62,62,€1.3M,€3K,1771
7616,241859, R. Hoffmann,GK,64,77,345,1 ★,61,62,66,67,25,64,€1.3M,€1K,913
7617,212420, M. Sarr,CB LB,68,70,329,1 ★,45,32,55,49,67,81,€1.3M,€11K,1476
7618,222660, Hwang Hyun Soo,CB,67,71,328,1 ★,71,44,35,39,66,73,€1.3M,€3K,1524
7619,242628, G. Bello,LB LWB LM,64,78,358,1 ★,79,45,53,70,58,53,€1.3M,€550,1624
7620,202693, M. Crooks,CM CAM,67,69,402,1 ★,67,64,61,65,64,81,€1.3M,€14K,1832
7621,213445, E. López,CAM RM,67,70,361,1 ★,69,66,67,72,34,53,€1.3M,€14K,1713
7622,206022, E. Berg,CB,71,71,354,1 ★,46,49,55,57,71,76,€1.3M,€6K,1708
7623,231878, T. Miller,GK,68,72,367,1 ★,69,65,66,68,32,67,€1.3M,€3K,1066
7624,237766, S. Kaneko,RM,67,69,364,1 ★,80,61,63,70,38,52,€1.3M,€2K,1772
7625,251079, M. Szczepański,CAM CF,64,74,365,1 ★,84,57,61,65,36,62,€1.3M,€2K,1679
7626,190664, J. Schieber,ST,70,70,342,2 ★,50,73,58,64,30,67,€1.3M,€16K,1678
7627,191688, Botía,CB,71,71,354,1 ★,54,50,52,49,70,79,€1.3M,€15K,1653
7628,183497, O. Karnezis,GK,76,76,414,2 ★,76,75,71,77,39,76,€1.3M,€24K,1222
7629,253129, G. Comas,CM,64,73,370,1 ★,64,57,63,68,62,56,€1.3M,€3K,1754
7630,209610, J. Vázquez,CM CDM,70,70,399,1 ★,71,53,68,66,71,70,€1.3M,€24K,1897
7631,212170, M. Desler,RB,67,71,386,1 ★,79,58,58,66,61,64,€1.3M,€2K,1781
7632,214986, F. Meza,CB RB,70,70,351,1 ★,65,32,53,62,71,68,€1.3M,€5K,1652
7633,222922, J. Hesketh,CAM LM,66,71,341,1 ★,65,53,67,72,40,44,€1.3M,€12K,1678
7634,203979, M. Bakalorz,CDM CM,70,70,395,1 ★,63,65,60,62,69,76,€1.3M,€13K,1907
7635,256459, J. Daland,CB,64,76,317,1 ★,62,30,46,47,63,69,€1.3M,€700,1442
7636,192715, Juanpe,CB,70,70,337,1 ★,53,35,55,48,68,78,€1.3M,€6K,1515
7637,200653, G. Burdisso,CB,71,71,334,1 ★,38,43,54,51,70,78,€1.3M,€11K,1572
